filename,RGB1,RGB2,RGB3,RGB4,RGB5,RGB6
john-ferren_untitled-1956.jpg,"(Rgb(r=151, g=168, b=173), 0.28326243328950423)","(Rgb(r=22, g=34, b=43), 0.18096527186944078)","(Rgb(r=163, g=155, b=140), 0.17449145332198931)","(Rgb(r=113, g=107, b=91), 0.14532446438239616)","(Rgb(r=154, g=165, b=161), 0.1317271250676773)","(Rgb(r=79, g=96, b=108), 0.08422925206899219)"
arthur-beecher-carles_landscape-1921.jpg,"(Rgb(r=212, g=149, b=105), 0.4531555838442669)","(Rgb(r=154, g=86, b=49), 0.2701362270431944)","(Rgb(r=71, g=20, b=11), 0.1460434450768724)","(Rgb(r=219, g=87, b=52), 0.04641773852406152)","(Rgb(r=64, g=12, b=17), 0.04415620625850187)","(Rgb(r=247, g=204, b=160), 0.04009079925310292)"
john-ferren_grazioso-1933.jpg,"(Rgb(r=51, g=28, b=20), 0.5306164886243171)","(Rgb(r=45, g=30, b=36), 0.17350974476066217)","(Rgb(r=112, g=79, b=51), 0.1610658077142624)","(Rgb(r=129, g=158, b=207), 0.06355296420125581)","(Rgb(r=19, g=22, b=20), 0.03647965424447525)","(Rgb(r=112, g=35, b=25), 0.034775340455027316)"
yves-klein_untitled-white-monochrome-1957-1.jpg,"(Rgb(r=238, g=233, b=220), 0.9327891156462585)","(Rgb(r=244, g=241, b=243), 0.03694849368318756)","(Rgb(r=244, g=244, b=247), 0.013757693553611922)","(Rgb(r=243, g=246, b=244), 0.009478458049886621)","(Rgb(r=214, g=197, b=161), 0.006274700356333009)","(Rgb(r=205, g=186, b=150), 0.0007515387107223842)"
rupprecht-geiger_621-71-1971.jpg,"(Rgb(r=223, g=0, b=132), 0.3615464273386262)","(Rgb(r=212, g=212, b=230), 0.3121403480273711)","(Rgb(r=228, g=203, b=225), 0.17179638165241934)","(Rgb(r=229, g=58, b=147), 0.06831001644703445)","(Rgb(r=229, g=123, b=175), 0.056927044203943226)","(Rgb(r=229, g=167, b=202), 0.029279782330605696)"
ron-gorchov_old-flame-1974.jpg,"(Rgb(r=201, g=11, b=24), 0.5232250397561241)","(Rgb(r=226, g=223, b=224), 0.19186276817443323)","(Rgb(r=229, g=225, b=222), 0.13093973717900875)","(Rgb(r=207, g=31, b=42), 0.06869054521864433)","(Rgb(r=191, g=160, b=148), 0.05516485156756819)","(Rgb(r=153, g=71, b=61), 0.030117058104221325)"
morris-louis_seal-1959.jpg,"(Rgb(r=58, g=39, b=46), 0.25846751355287645)","(Rgb(r=99, g=105, b=202), 0.18112884768763077)","(Rgb(r=97, g=76, b=86), 0.18092309826268885)","(Rgb(r=65, g=39, b=36), 0.1609214800087848)","(Rgb(r=88, g=80, b=129), 0.127962271566123)","(Rgb(r=96, g=77, b=74), 0.09059678892189613)"
josef-ma_hot-air-balloon-1926.jpg,"(Rgb(r=167, g=176, b=136), 0.31095969511490934)","(Rgb(r=163, g=196, b=145), 0.21587558224583286)","(Rgb(r=179, g=204, b=162), 0.15618431689571544)","(Rgb(r=186, g=204, b=154), 0.13426492666589676)","(Rgb(r=114, g=90, b=79), 0.09369827154790776)","(Rgb(r=230, g=219, b=175), 0.08901720752973785)"
giorgio-cavallon_country-scene-1938.jpg,"(Rgb(r=218, g=222, b=231), 0.22514121081163047)","(Rgb(r=234, g=219, b=231), 0.22449118394087988)","(Rgb(r=232, g=218, b=198), 0.19444500192889622)","(Rgb(r=199, g=164, b=118), 0.16864685143931335)","(Rgb(r=141, g=170, b=162), 0.11259513472169261)","(Rgb(r=226, g=206, b=117), 0.07468061715758748)"
leo-leuppi_befl-gelt-1949.jpg,"(Rgb(r=27, g=27, b=27), 0.4028948445542367)","(Rgb(r=92, g=93, b=92), 0.3953679589389917)","(Rgb(r=217, g=218, b=214), 0.13880185600394093)","(Rgb(r=142, g=142, b=141), 0.05493032740865773)","(Rgb(r=27, g=27, b=29), 0.0040061287249571675)","(Rgb(r=92, g=92, b=94), 0.003998884369215834)"
giorgio-morandi_still-life-1962.jpg,"(Rgb(r=227, g=231, b=228), 0.27136374125067303)","(Rgb(r=228, g=228, b=224), 0.2630273861717597)","(Rgb(r=223, g=225, b=228), 0.2200160427219884)","(Rgb(r=85, g=90, b=114), 0.14341753931016296)","(Rgb(r=96, g=78, b=71), 0.060922053614923394)","(Rgb(r=63, g=44, b=34), 0.04125323693049253)"
clyfford-still_1950-k-no-1-1950.jpg,"(Rgb(r=223, g=217, b=203), 0.9590881329965633)","(Rgb(r=196, g=177, b=157), 0.01872852055815494)","(Rgb(r=47, g=45, b=158), 0.012478779346610906)","(Rgb(r=207, g=193, b=171), 0.005421618152457455)","(Rgb(r=83, g=72, b=152), 0.0021815866837812097)","(Rgb(r=206, g=91, b=31), 0.0021013622624321973)"
olivier-debre_blanche-variante-taches-rouges-de-royan-1981.jpg,"(Rgb(r=193, g=210, b=206), 0.8647458764183379)","(Rgb(r=147, g=185, b=206), 0.048489578965701864)","(Rgb(r=191, g=208, b=213), 0.033578888293995086)","(Rgb(r=137, g=177, b=153), 0.02782167807357618)","(Rgb(r=178, g=201, b=186), 0.013707643381949776)","(Rgb(r=172, g=199, b=206), 0.011656334866439173)"
willi-baumeister_harps-1945.jpg,"(Rgb(r=242, g=221, b=191), 0.6464643702800396)","(Rgb(r=49, g=39, b=31), 0.20196645649570452)","(Rgb(r=195, g=170, b=140), 0.07952774420753882)","(Rgb(r=221, g=192, b=155), 0.035375436792860385)","(Rgb(r=109, g=90, b=72), 0.030579601568352956)","(Rgb(r=46, g=36, b=39), 0.0060863906555037265)"
afro_untitled-1957.jpg,"(Rgb(r=218, g=218, b=211), 0.5744998627549126)","(Rgb(r=171, g=164, b=152), 0.1350249463129511)","(Rgb(r=213, g=217, b=213), 0.11740106243844155)","(Rgb(r=105, g=95, b=88), 0.09569615552290378)","(Rgb(r=149, g=173, b=153), 0.04496391261524551)","(Rgb(r=48, g=45, b=42), 0.03241406035554551)"
richards-ruben_untitled-1959.jpg,"(Rgb(r=224, g=215, b=192), 0.6164889441203703)","(Rgb(r=191, g=162, b=112), 0.18980345494038167)","(Rgb(r=152, g=95, b=61), 0.08968622494780977)","(Rgb(r=161, g=152, b=67), 0.05009909982855554)","(Rgb(r=215, g=198, b=146), 0.03452124045526074)","(Rgb(r=186, g=103, b=80), 0.019401035707622062)"
pierre-tal-coat_composition-1954.jpg,"(Rgb(r=238, g=221, b=209), 0.5399082656840731)","(Rgb(r=197, g=165, b=151), 0.12675360316272286)","(Rgb(r=4, g=4, b=9), 0.10477958815514231)","(Rgb(r=160, g=64, b=46), 0.09967950563264052)","(Rgb(r=35, g=14, b=10), 0.07950947089642467)","(Rgb(r=15, g=8, b=12), 0.04936956646899649)"
lee-krasner_seated-nude-1940.jpg,"(Rgb(r=106, g=97, b=86), 0.3647010820286526)","(Rgb(r=158, g=151, b=128), 0.2551532370186786)","(Rgb(r=49, g=43, b=40), 0.18074865502025025)","(Rgb(r=33, g=29, b=31), 0.13297164964033126)","(Rgb(r=138, g=130, b=111), 0.052272864655745634)","(Rgb(r=26, g=25, b=29), 0.014152511636341654)"
alberto-burri_composition-1953.jpg,"(Rgb(r=107, g=84, b=59), 0.8304064768395859)","(Rgb(r=69, g=56, b=44), 0.12251430597551487)","(Rgb(r=78, g=63, b=46), 0.03512227792496873)","(Rgb(r=156, g=128, b=85), 0.0057864100619515225)","(Rgb(r=179, g=158, b=114), 0.005067417832977121)","(Rgb(r=112, g=46, b=34), 0.001103111365001822)"
mark-rothko_red-1968.jpg,"(Rgb(r=194, g=63, b=23), 0.40211432950937337)","(Rgb(r=39, g=38, b=38), 0.28386759285166846)","(Rgb(r=209, g=163, b=123), 0.1553484750793786)","(Rgb(r=218, g=193, b=155), 0.07844430116421941)","(Rgb(r=40, g=37, b=38), 0.06460991958735295)","(Rgb(r=221, g=199, b=165), 0.015615381808007202)"
nicolas-de-sta-l_les-martigues-composition-1954.jpg,"(Rgb(r=5, g=140, b=100), 0.34707079868012275)","(Rgb(r=197, g=62, b=47), 0.18648573027420257)","(Rgb(r=210, g=82, b=63), 0.16734365050267255)","(Rgb(r=254, g=253, b=253), 0.13158732609073193)","(Rgb(r=1, g=117, b=94), 0.12630974663759334)","(Rgb(r=143, g=195, b=211), 0.04120274781467688)"
conrad-marca-relli_trial-1956.jpg,"(Rgb(r=235, g=226, b=199), 0.6210626657824934)","(Rgb(r=46, g=43, b=30), 0.14688328912466844)","(Rgb(r=176, g=166, b=143), 0.11968459880636605)","(Rgb(r=105, g=98, b=79), 0.07581440649867374)","(Rgb(r=207, g=196, b=168), 0.027084714854111406)","(Rgb(r=139, g=131, b=108), 0.009470324933687003)"
herbert-zangs_untitled-1958.jpg,"(Rgb(r=43, g=43, b=43), 0.833251870256473)","(Rgb(r=76, g=76, b=75), 0.14628392597721748)","(Rgb(r=87, g=83, b=84), 0.009296973646694635)","(Rgb(r=51, g=48, b=49), 0.006500074674487122)","(Rgb(r=41, g=41, b=43), 0.003112568395041614)","(Rgb(r=145, g=143, b=140), 0.0015545870500862152)"
max-weber_rush-hour.jpg,"(Rgb(r=184, g=165, b=122), 0.24806406235908726)","(Rgb(r=54, g=38, b=27), 0.23705462277456657)","(Rgb(r=116, g=94, b=63), 0.2341041134200527)","(Rgb(r=24, g=29, b=34), 0.1162910698164799)","(Rgb(r=232, g=221, b=190), 0.1013037653278194)","(Rgb(r=27, g=37, b=31), 0.06318236630199418)"
marcel-barbeau_rosier-feuilles-1946.jpg,"(Rgb(r=22, g=26, b=32), 0.3744349283280903)","(Rgb(r=41, g=38, b=29), 0.18756783786812234)","(Rgb(r=171, g=158, b=142), 0.14587253086884316)","(Rgb(r=106, g=96, b=80), 0.137281267299179)","(Rgb(r=28, g=34, b=30), 0.10573592693495759)","(Rgb(r=221, g=208, b=195), 0.049107508700807614)"
fernand-leger_propellers-2nd-state-1918.jpg,"(Rgb(r=225, g=224, b=210), 0.2580686564596359)","(Rgb(r=25, g=34, b=26), 0.18896979809413536)","(Rgb(r=187, g=176, b=118), 0.1619343201737917)","(Rgb(r=35, g=31, b=19), 0.13530061949476427)","(Rgb(r=198, g=167, b=35), 0.13306370678249138)","(Rgb(r=139, g=80, b=44), 0.1226628989951814)"
mark-rothko_orange-and-yellow(1).jpg,"(Rgb(r=239, g=138, b=62), 0.7278432314557991)","(Rgb(r=247, g=195, b=55), 0.13812581869226928)","(Rgb(r=235, g=98, b=42), 0.13381325746628583)","(Rgb(r=187, g=111, b=60), 0.00018015921570688095)","(Rgb(r=191, g=118, b=59), 3.753316993893353e-05)",
giulio-paolini_disegno-geometrico-1960.jpg,"(Rgb(r=220, g=217, b=209), 0.9240840898333839)","(Rgb(r=177, g=174, b=167), 0.06035514287081798)","(Rgb(r=195, g=193, b=184), 0.007987789637145882)","(Rgb(r=113, g=108, b=102), 0.005030924764806926)","(Rgb(r=246, g=241, b=244), 0.0012763445492110594)","(Rgb(r=230, g=232, b=229), 0.0012657083446343006)"
theodoros-stamos_delphic-shibboleth-1959.jpg,"(Rgb(r=64, g=95, b=121), 0.636226791975628)","(Rgb(r=229, g=221, b=207), 0.19132609070529402)","(Rgb(r=112, g=110, b=106), 0.07955394608265794)","(Rgb(r=144, g=160, b=169), 0.045492757371960686)","(Rgb(r=164, g=174, b=169), 0.02465583146519515)","(Rgb(r=167, g=167, b=159), 0.022744582399264242)"
john-ferren_composition-brun-1933.jpg,"(Rgb(r=45, g=38, b=35), 0.8845716193048201)","(Rgb(r=116, g=80, b=58), 0.03992125745323239)","(Rgb(r=181, g=172, b=158), 0.029740862678460347)","(Rgb(r=214, g=207, b=196), 0.022484865955606802)","(Rgb(r=43, g=36, b=38), 0.014295792811518562)","(Rgb(r=37, g=40, b=37), 0.00898560179636176)"
willi-baumeister_colored-ideogram-1939.jpg,"(Rgb(r=236, g=219, b=201), 0.5261635694642632)","(Rgb(r=43, g=96, b=113), 0.15601371188636848)","(Rgb(r=25, g=54, b=73), 0.13669241745805244)","(Rgb(r=6, g=92, b=110), 0.07275281973899304)","(Rgb(r=203, g=160, b=136), 0.06904055066235847)","(Rgb(r=227, g=77, b=65), 0.0393369307899643)"
karl-otto-gotz_smolbeck-1956.jpg,"(Rgb(r=235, g=233, b=225), 0.4391538053383164)","(Rgb(r=13, g=24, b=30), 0.25897986019793756)","(Rgb(r=216, g=222, b=219), 0.0990764451211541)","(Rgb(r=154, g=165, b=162), 0.07972101106574081)","(Rgb(r=87, g=101, b=98), 0.0683322951992064)","(Rgb(r=24, g=36, b=34), 0.05473658307764474)"
larry-zox_untitled-1964.jpg,"(Rgb(r=141, g=74, b=83), 0.3963218927413237)","(Rgb(r=208, g=138, b=66), 0.20932365176360743)","(Rgb(r=192, g=97, b=36), 0.20686435520578894)","(Rgb(r=206, g=131, b=35), 0.1562278559102315)","(Rgb(r=201, g=104, b=60), 0.01645644544113111)","(Rgb(r=234, g=221, b=202), 0.014805798937917352)"
bice-lazzari_red-and-white-signals-1930(2).jpg,"(Rgb(r=174, g=164, b=145), 0.7846917395291076)","(Rgb(r=117, g=95, b=73), 0.16987126632636115)","(Rgb(r=144, g=130, b=104), 0.034084460264398604)","(Rgb(r=199, g=192, b=177), 0.007574131968260615)","(Rgb(r=72, g=57, b=46), 0.0027335147975134115)","(Rgb(r=75, g=64, b=48), 0.0010448871143585337)"
karl-otto-gotz_untitled-1958.jpg,"(Rgb(r=224, g=214, b=208), 0.5531480487184559)","(Rgb(r=52, g=42, b=39), 0.1294825783479809)","(Rgb(r=193, g=156, b=152), 0.10665639924265974)","(Rgb(r=210, g=140, b=144), 0.08025546104501653)","(Rgb(r=48, g=35, b=37), 0.07558566705287252)","(Rgb(r=102, g=85, b=82), 0.05487184559301438)"
georgia-o-keeffe_blue-02.jpg,"(Rgb(r=227, g=213, b=173), 0.5271420309014294)","(Rgb(r=25, g=37, b=61), 0.13492006114186567)","(Rgb(r=74, g=101, b=117), 0.1088547261009667)","(Rgb(r=214, g=202, b=162), 0.10457634470792365)","(Rgb(r=158, g=169, b=162), 0.08361563248781294)","(Rgb(r=127, g=146, b=153), 0.04089120466000165)"
gillian-ayres_abstract-composition-1972.jpg,"(Rgb(r=142, g=160, b=179), 0.37685124643716394)","(Rgb(r=76, g=101, b=125), 0.24848758006462301)","(Rgb(r=171, g=161, b=140), 0.12056827631737649)","(Rgb(r=146, g=166, b=156), 0.09881355179046397)","(Rgb(r=81, g=108, b=97), 0.08276571297983229)","(Rgb(r=117, g=103, b=83), 0.07251363241054028)"
frank-lobdell_1-august-1948-1948.jpg,"(Rgb(r=54, g=32, b=24), 0.6966222103887302)","(Rgb(r=126, g=84, b=71), 0.11366001839570121)","(Rgb(r=179, g=144, b=130), 0.0805417049910442)","(Rgb(r=155, g=112, b=108), 0.0414326862564748)","(Rgb(r=241, g=203, b=186), 0.034631117780897516)","(Rgb(r=94, g=47, b=39), 0.033112262187152054)"
peter-busa_untitled-1964.jpg,"(Rgb(r=206, g=208, b=212), 0.4331012992838719)","(Rgb(r=205, g=202, b=198), 0.2868878065973502)","(Rgb(r=28, g=36, b=50), 0.14790368317339272)","(Rgb(r=188, g=185, b=181), 0.06965827712715679)","(Rgb(r=178, g=179, b=184), 0.043520402441564264)","(Rgb(r=81, g=86, b=100), 0.018928531376664157)"
tess-jaray_untitled-1967.jpg,"(Rgb(r=216, g=212, b=196), 0.9427974947807933)","(Rgb(r=202, g=201, b=179), 0.03574112734864301)","(Rgb(r=197, g=204, b=199), 0.019544505598785348)","(Rgb(r=198, g=202, b=204), 0.0012943632567849687)","(Rgb(r=217, g=215, b=216), 0.0005579806414879484)","(Rgb(r=187, g=196, b=190), 6.452837350540899e-05)"
john-mclaughlin_number-17-1962.jpg,"(Rgb(r=25, g=19, b=17), 0.4545016562470725)","(Rgb(r=253, g=251, b=249), 0.4221811705798178)","(Rgb(r=216, g=232, b=250), 0.049486669974369436)","(Rgb(r=197, g=40, b=22), 0.042896377867205814)","(Rgb(r=252, g=244, b=245), 0.024918798540579417)","(Rgb(r=183, g=29, b=17), 0.0060153267909550025)"
alberto-magnelli_points-d-hostilite-no-2-a-1941.jpg,"(Rgb(r=215, g=207, b=197), 0.25953723199529083)","(Rgb(r=57, g=110, b=122), 0.22599560777921165)","(Rgb(r=200, g=163, b=126), 0.19998188774932646)","(Rgb(r=136, g=97, b=79), 0.14069256718512985)","(Rgb(r=41, g=55, b=53), 0.09327243089044353)","(Rgb(r=36, g=45, b=49), 0.08052027440059771)"
joseph-marioni_untitled-yellow-painting-1971.jpg,"(Rgb(r=240, g=173, b=1), 0.9920925925925926)","(Rgb(r=254, g=187, b=2), 0.007907407407407408)",,,,
john-mclaughlin_number-23-1960.jpg,"(Rgb(r=209, g=210, b=215), 0.3672329354147536)","(Rgb(r=23, g=23, b=26), 0.22195621438045682)","(Rgb(r=19, g=19, b=18), 0.19230180593816956)","(Rgb(r=210, g=207, b=210), 0.10185549579488973)","(Rgb(r=223, g=222, b=220), 0.07695643301703908)","(Rgb(r=180, g=179, b=185), 0.03969711545469121)"
roger-bissi-re_untitled-1955.jpg,"(Rgb(r=170, g=161, b=137), 0.37429062816353975)","(Rgb(r=114, g=103, b=76), 0.34284365740296013)","(Rgb(r=50, g=46, b=37), 0.11058072429820219)","(Rgb(r=213, g=205, b=198), 0.09155145532065824)","(Rgb(r=152, g=133, b=90), 0.0611149699625363)","(Rgb(r=75, g=68, b=45), 0.01961856485210336)"
mark-rothko_no-5-no-22.jpg,"(Rgb(r=230, g=155, b=2), 0.7536609010913754)","(Rgb(r=222, g=105, b=2), 0.10507360501702534)","(Rgb(r=197, g=0, b=3), 0.09845696686880226)","(Rgb(r=228, g=181, b=49), 0.018616428485001977)","(Rgb(r=196, g=4, b=1), 0.015184907775125418)","(Rgb(r=235, g=198, b=63), 0.009007190762669561)"
hans-hofmann_the-conjurer-1959.jpg,"(Rgb(r=24, g=18, b=13), 0.47675670673744247)","(Rgb(r=154, g=87, b=47), 0.1810167153180285)","(Rgb(r=241, g=239, b=218), 0.13345755554246969)","(Rgb(r=200, g=154, b=83), 0.07332194863425673)","(Rgb(r=17, g=11, b=14), 0.06967519958274797)","(Rgb(r=79, g=96, b=140), 0.06577187418505463)"
paul-brach_the-negative-way-2-1964.jpg,"(Rgb(r=44, g=57, b=63), 0.5381191696229142)","(Rgb(r=63, g=77, b=84), 0.42068223623702533)","(Rgb(r=51, g=68, b=73), 0.03810274602548942)","(Rgb(r=44, g=54, b=54), 0.0014288529759558534)","(Rgb(r=56, g=64, b=72), 0.0013467349888319539)","(Rgb(r=61, g=74, b=74), 0.0003202601497832085)"
jiro-yoshihara_blue-calligraphic-lines-on-dark-blue-1963.jpg,"(Rgb(r=8, g=10, b=16), 0.5593408702048387)","(Rgb(r=6, g=6, b=6), 0.35493637766442265)","(Rgb(r=6, g=12, b=10), 0.029155739802037194)","(Rgb(r=59, g=103, b=119), 0.023759434414826423)","(Rgb(r=13, g=7, b=11), 0.01886483201944449)","(Rgb(r=111, g=176, b=190), 0.013942745894430498)"
morris-louis_phi-1961.jpg,"(Rgb(r=222, g=219, b=210), 0.7523921189696212)","(Rgb(r=78, g=91, b=156), 0.08959840682519855)","(Rgb(r=88, g=106, b=184), 0.05474476208432514)","(Rgb(r=14, g=62, b=69), 0.043464683839645545)","(Rgb(r=224, g=186, b=66), 0.03412304682896938)","(Rgb(r=146, g=151, b=180), 0.025676981452240108)"
bram-van-velde_le-bonheur-de-matisse-1981.jpg,"(Rgb(r=153, g=90, b=46), 0.359269752077774)","(Rgb(r=201, g=156, b=99), 0.18272655671411947)","(Rgb(r=53, g=35, b=23), 0.13896105422784394)","(Rgb(r=77, g=76, b=136), 0.11210379269673708)","(Rgb(r=245, g=232, b=215), 0.10704503508998789)","(Rgb(r=187, g=133, b=52), 0.09989380919353764)"
edward-avedisian_dreaming-figure-1978.jpg,"(Rgb(r=43, g=138, b=75), 0.3759561837709831)","(Rgb(r=130, g=162, b=189), 0.15571693565938993)","(Rgb(r=18, g=32, b=49), 0.1498904793947514)","(Rgb(r=77, g=160, b=73), 0.1431754785661087)","(Rgb(r=56, g=102, b=135), 0.11638336404968662)","(Rgb(r=23, g=163, b=207), 0.05887755855908023)"
gerardo-dottori_explosion-of-red-on-green-1910.jpg,"(Rgb(r=138, g=72, b=61), 0.36634924167261645)","(Rgb(r=38, g=52, b=62), 0.21613180400629287)","(Rgb(r=77, g=95, b=82), 0.1454514265579942)","(Rgb(r=61, g=82, b=109), 0.13282551515882068)","(Rgb(r=121, g=67, b=73), 0.10172126562012233)","(Rgb(r=40, g=59, b=56), 0.037520746984153475)"
richard-mortensen_movement-in-nature-1938.jpg,"(Rgb(r=63, g=87, b=115), 0.18984562395183974)","(Rgb(r=39, g=47, b=57), 0.18685398250783405)","(Rgb(r=181, g=157, b=114), 0.1830705833617297)","(Rgb(r=179, g=157, b=51), 0.17905249654232397)","(Rgb(r=83, g=115, b=99), 0.13530871868882252)","(Rgb(r=142, g=162, b=176), 0.12586859494745)"
hedda-sterne_alaska-1-1958.jpg,"(Rgb(r=168, g=159, b=134), 0.5479263854748566)","(Rgb(r=116, g=109, b=84), 0.23472864435839133)","(Rgb(r=144, g=133, b=100), 0.10340336950348171)","(Rgb(r=216, g=208, b=189), 0.06333343716262384)","(Rgb(r=207, g=197, b=163), 0.03719695378116453)","(Rgb(r=51, g=49, b=35), 0.013411209719481976)"
jacques-h-rold_the-night-is-liquid-1972.jpg,"(Rgb(r=164, g=169, b=140), 0.5809582779406677)","(Rgb(r=151, g=164, b=144), 0.1329241864107374)","(Rgb(r=49, g=50, b=53), 0.1292546120085229)","(Rgb(r=91, g=90, b=84), 0.05300395184935623)","(Rgb(r=53, g=52, b=50), 0.0519568028263918)","(Rgb(r=86, g=88, b=92), 0.05190216896432409)"
nicolas-de-sta-l_marine.jpg,"(Rgb(r=151, g=161, b=168), 0.4874103052345943)","(Rgb(r=192, g=199, b=201), 0.21193647301763544)","(Rgb(r=99, g=103, b=108), 0.14379179918749385)","(Rgb(r=40, g=45, b=49), 0.07662773624161422)","(Rgb(r=195, g=200, b=198), 0.043670909062608634)","(Rgb(r=178, g=182, b=181), 0.036562777256053586)"
barnett-newman_canto-vii-1963.jpg,"(Rgb(r=49, g=91, b=137), 0.3919477911727584)","(Rgb(r=231, g=226, b=213), 0.30809629703431174)","(Rgb(r=18, g=64, b=99), 0.18842283212477326)","(Rgb(r=25, g=68, b=105), 0.08242074509473317)","(Rgb(r=86, g=124, b=176), 0.023856842808398622)","(Rgb(r=123, g=149, b=182), 0.005255491765024781)"
peter-joseph_untitled-1967.jpg,"(Rgb(r=238, g=127, b=51), 0.4897548177299854)","(Rgb(r=228, g=92, b=5), 0.4206945291280971)","(Rgb(r=225, g=102, b=37), 0.0284675646213255)","(Rgb(r=240, g=235, b=224), 0.02812575060510319)","(Rgb(r=199, g=139, b=19), 0.026878591356724497)","(Rgb(r=227, g=242, b=229), 0.0060787465587642964)"
barnett-newman_third-station-1960.jpg,"(Rgb(r=250, g=244, b=225), 0.9081055907768495)","(Rgb(r=58, g=58, b=62), 0.034624043711408314)","(Rgb(r=77, g=73, b=76), 0.019024237033667585)","(Rgb(r=91, g=87, b=82), 0.016315288568670695)","(Rgb(r=76, g=76, b=81), 0.011870095023034861)","(Rgb(r=62, g=59, b=62), 0.010060744886369022)"
vajda-lajos_huge-landscape-mask-1938.jpg,"(Rgb(r=247, g=205, b=166), 0.35701122194850154)","(Rgb(r=143, g=144, b=162), 0.21059433964809654)","(Rgb(r=95, g=107, b=128), 0.17839633256253828)","(Rgb(r=112, g=95, b=81), 0.10099483828144183)","(Rgb(r=42, g=35, b=29), 0.07739339958393257)","(Rgb(r=188, g=159, b=138), 0.07560986797548926)"
